Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,YrSold,SaleType,SaleCondition,SalePrice
404,20,RL,70,9800,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,894,0,894,1,3,1,5,2006,WD,Abnorml,149900
405,75,RM,87,18386,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,1675,1818,3493,0,3,1,10,2008,WD,Normal,295000
406,20,RL,80,10386,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,2000,0,2000,1,3,1,8,2007,WD,Normal,305900
407,60,RL,116,13474,Pave,NA,Reg,Lvl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,1122,1121,2243,1,4,1,8,2007,WD,Normal,225000
408,50,RM,NA,7920,Pave,Grvl,IR1,Lvl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,1035,371,1406,0,3,1,6,2008,WD,Normal,89500
409,30,RL,NA,12342,Pave,NA,IR1,Lvl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,861,0,861,0,1,1,4,2009,WD,Normal,82500
410,20,RL,90,12378,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,1944,0,1944,1,3,1,8,2006,WD,Normal,360000
411,60,RL,NA,7685,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,697,804,1501,0,3,1,6,2006,WD,Normal,165600
412,20,RL,50,8000,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,972,0,972,1,2,1,5,2009,WD,Normal,132000
413,190,RM,65,7800,Pave,NA,Reg,Lvl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,793,325,1118,1,3,1,5,2006,WD,Normal,119900
414,20,RL,150,215245,Pave,NA,IR3,Low,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,2036,0,2036,2,3,1,8,2009,WD,Normal,375000
415,70,RM,60,9600,Pave,Grvl,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,832,809,1641,0,3,1,6,2006,WD,Normal,178000
416,60,RL,71,7795,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,716,716,1432,1,3,1,6,2009,WD,Normal,188500
417,60,RL,94,13005,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,1153,1200,2353,1,4,1,10,2009,WD,Normal,260000
418,60,FV,75,9000,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,1088,871,1959,0,3,1,8,2007,WD,Normal,270000
419,60,RL,90,9900,Pave,NA,Reg,Low,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,1372,1274,2646,1,4,1,9,2009,WD,Normal,260000
420,80,RL,NA,14115,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,1472,0,1472,1,3,1,6,2009,WD,Normal,187500
421,60,RL,111,16259,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,1249,1347,2596,0,4,1,9,2006,New,Partial,342643
422,60,RL,99,12099,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,1136,1332,2468,1,4,1,10,2007,WD,Normal,354000
423,60,RL,86,10380,Pave,NA,IR1,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,1553,1177,2730,1,4,1,8,2007,WD,Normal,301000
424,20,RM,49,5820,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,1163,0,1163,1,3,1,6,2006,WD,Normal,126175
425,80,RL,96,11275,Pave,NA,Reg,Lvl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,1898,1080,2978,0,5,1,11,2010,WD,Normal,242000
426,45,RM,50,5000,Pave,NA,Reg,Lvl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,803,0,803,0,2,1,5,2007,WD,Normal,87000
427,120,RL,32,10846,Pave,NA,IR1,Lvl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,1719,0,1719,2,1,1,6,2008,Con,Normal,324000
428,20,RL,80,11600,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,1383,0,1383,0,3,1,7,2006,WD,Normal,145250
429,75,RL,NA,11888,Pave,Pave,IR1,Bnk,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,1445,689,2134,0,5,1,10,2009,WD,Normal,214500
430,70,RM,60,6402,Pave,NA,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,596,596,1192,0,3,1,6,2009,WD,Normal,78000
431,90,RL,NA,10624,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,1728,0,1728,0,6,2,10,2007,WD,Normal,119000
432,20,RL,70,8176,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,1056,0,1056,1,3,1,6,2007,WD,Normal,139000
433,20,RL,85,10655,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,1629,0,1629,1,3,1,7,2009,WD,Normal,284000
434,120,RM,59,8198,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,1358,0,1358,1,2,1,6,2008,WD,Normal,207000
435,60,RL,59,9042,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,943,695,1638,1,3,1,7,2008,WD,Normal,192000
436,190,RL,NA,164660,Grvl,NA,IR1,HLS,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,1619,167,1786,2,3,1,7,2008,WD,Normal,228950
437,20,RL,86,14157,Pave,NA,IR1,HLS,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,1922,0,1922,1,3,1,8,2007,WD,Normal,377426
438,20,RL,70,9135,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,1536,0,1536,1,3,1,7,2008,WD,Normal,214000
439,20,RL,91,14145,Pave,NA,Reg,Lvl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,1621,0,1621,1,3,1,8,2006,WD,Normal,202500
440,20,RL,66,12400,Pave,NA,IR1,Lvl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,1215,0,1215,0,3,1,6,2009,WD,Normal,155000
441,60,RL,85,14191,Pave,NA,Reg,Lvl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,993,915,1908,0,4,1,9,2010,WD,Normal,202900
442,20,RH,60,8400,Pave,NA,Reg,Lvl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,841,0,841,0,2,1,4,2009,WD,Normal,82000
443,90,RL,NA,8544,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,1040,0,1040,0,2,2,6,2006,WD,Normal,87500
444,120,RL,63,8849,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,1684,0,1684,0,2,1,6,2008,WD,Normal,266000
445,160,RM,36,2592,Pave,NA,Reg,Lvl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,536,576,1112,0,3,1,4,2010,WD,Normal,85000
446,50,RL,65,6435,Pave,NA,Reg,Lvl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,972,605,1577,0,3,1,6,2006,WD,Normal,140200
447,20,RL,NA,12772,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,958,0,958,0,2,1,5,2007,WD,Normal,151500
448,20,RL,NA,17600,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,1478,0,1478,1,3,1,6,2009,WD,Normal,157500
449,160,RL,36,2448,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,764,862,1626,1,2,1,6,2008,WD,Normal,154000
450,60,RL,56,20431,Pave,NA,IR2,Lvl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,1848,880,2728,1,4,1,10,2006,New,Partial,437154
451,120,RL,68,7820,Pave,NA,IR1,Lvl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,1869,0,1869,0,2,1,6,2007,New,Partial,318061
452,120,RL,NA,5271,Pave,NA,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,1453,0,1453,1,2,1,6,2006,WD,Abnorml,190000
453,50,RL,60,9084,Pave,NA,Reg,Lvl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,616,495,1111,0,3,1,5,2008,ConLw,Normal,95000
454,30,RM,60,8520,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,720,0,720,0,2,1,5,2010,WD,Normal,105900
455,50,RL,60,8400,Pave,NA,Reg,Bnk,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,1192,403,1595,0,2,1,6,2006,WD,Normal,140000
456,20,RL,105,11249,Pave,NA,IR2,Lvl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,1200,0,1200,1,3,1,6,2007,WD,Normal,177500
457,20,RL,NA,9248,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,1167,0,1167,1,3,1,6,2009,WD,Normal,173000
458,120,RM,44,4224,Pave,NA,Reg,Lvl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,1142,0,1142,1,3,1,6,2007,WD,Normal,134000
459,80,RL,92,6930,Pave,NA,IR1,Lvl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,1352,0,1352,0,3,1,6,2006,WD,Abnorml,130000
460,60,RL,78,12011,Pave,NA,IR1,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,1086,838,1924,1,3,1,7,2006,WD,Normal,280000
461,85,RL,NA,7540,Pave,NA,IR1,Lvl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,912,0,912,1,2,1,5,2007,WD,Normal,156000
462,50,RL,NA,9144,Pave,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,988,517,1505,1,3,1,8,2008,WD,Normal,145000
463,85,RL,64,7301,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,495,1427,1922,0,4,1,7,2009,ConLD,Normal,198500
464,160,RM,21,1680,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,483,504,987,0,2,1,5,2009,WD,Normal,118000
465,60,RL,NA,18800,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,790,784,1574,1,3,1,6,2006,WD,Normal,190000
466,70,RM,59,10690,Pave,NA,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,672,672,1344,0,3,1,6,2009,WD,Normal,147000
467,20,RL,NA,9500,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,1394,0,1394,1,3,1,6,2009,WD,Normal,159000
468,80,RL,101,9150,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,1431,0,1431,0,3,1,6,2008,WD,Normal,165000
469,20,RL,78,7800,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,1268,0,1268,0,2,1,7,2010,WD,Normal,132000
470,20,RL,NA,9830,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,1287,0,1287,1,3,1,7,2010,WD,Normal,162000
471,60,RL,NA,8121,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,953,711,1664,0,3,1,7,2006,WD,Normal,172400
472,50,RL,80,17120,Pave,NA,Reg,Lvl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,1120,468,1588,0,4,1,7,2008,WD,Normal,134432
473,120,RL,50,7175,Pave,NA,Reg,Lvl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,752,0,752,1,2,1,4,2010,WD,Normal,125000
474,20,RL,79,10634,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,1319,0,1319,1,3,1,5,2009,WD,Normal,123000
475,60,RL,65,8200,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,847,1081,1928,0,4,1,8,2007,WD,Normal,219500
476,30,RL,NA,10020,Pave,NA,IR1,Low,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,904,0,904,1,1,1,4,2009,WD,Normal,61000
477,85,RL,57,8846,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,914,0,914,0,2,1,5,2006,WD,Normal,148000
478,60,FV,102,11143,Pave,NA,IR1,Lvl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,1580,886,2466,0,4,1,8,2007,WD,Normal,340000
479,20,RL,88,11394,Pave,NA,Reg,Lvl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,1856,0,1856,1,1,1,8,2010,New,Partial,394432
480,60,RL,60,8123,Pave,NA,IR1,Lvl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,1007,793,1800,0,3,1,7,2009,WD,Normal,179000
481,50,RL,50,5000,Pave,Pave,Reg,Lvl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,1026,665,1691,0,3,1,6,2010,WD,Normal,127000
482,20,FV,60,7200,Pave,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,1301,0,1301,1,2,1,5,2006,New,Partial,187750
483,60,RL,79,9245,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,939,858,1797,0,3,1,8,2007,WD,Normal,213500
484,45,RH,60,9000,Pave,NA,Reg,Lvl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,784,0,784,0,2,1,5,2009,WD,Normal,76000
485,60,RL,NA,53107,Pave,NA,IR2,Low,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,1079,874,1953,1,3,1,9,2007,WD,Normal,240000
486,120,RL,43,3182,Pave,NA,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,1269,0,1269,0,2,1,6,2010,WD,Normal,192000
487,50,RL,58,8410,Pave,NA,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,658,526,1184,0,5,1,8,2006,WD,AdjLand,81000
488,80,RL,72,7200,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,1125,0,1125,1,3,1,6,2009,WD,Abnorml,125000
489,20,RL,93,9382,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,1479,0,1479,0,3,1,6,2008,WD,Normal,191000
490,60,RL,96,12474,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,1742,590,2332,1,3,1,9,2008,New,Partial,426000
491,50,RL,50,8405,Pave,Grvl,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,961,406,1367,1,4,1,7,2008,WD,Normal,119000
492,60,RL,71,12209,Pave,NA,IR1,Lvl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,804,1157,1961,1,3,1,7,2009,WD,Normal,215000
493,20,RL,NA,8339,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,882,0,882,0,3,1,5,2007,WD,Normal,106500
494,30,RL,NA,7446,Pave,NA,Reg,Lvl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,788,0,788,0,2,1,4,2006,WD,Abnorml,100000
495,50,RL,60,10134,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,735,299,1034,0,2,1,5,2007,WD,Normal,109000
496,20,RL,68,9571,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,1144,0,1144,1,3,1,6,2010,WD,Normal,129000
497,20,RL,60,7200,Pave,NA,Reg,Low,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,894,0,894,0,2,1,6,2009,WD,Normal,123000
498,60,RL,69,7590,Pave,NA,Reg,Lvl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,876,936,1812,0,4,1,8,2007,WD,Normal,169500
499,30,RM,60,8967,Pave,NA,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,1077,0,1077,0,2,1,6,2007,WD,Abnorml,67000
500,60,FV,65,8125,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,1112,438,1550,1,2,1,7,2009,WD,Normal,241000
501,120,RL,38,14963,Pave,NA,IR2,Lvl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,1288,0,1288,1,1,1,4,2008,WD,Normal,245500
502,20,RL,65,8767,Pave,NA,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,1310,0,1310,0,3,1,6,2006,New,Partial,164990
503,30,RL,60,10200,Pave,NA,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,672,0,672,0,2,1,4,2008,WD,Normal,108000
504,60,RL,93,12090,Pave,NA,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,1165,1098,2263,0,4,1,10,2006,WD,Abnorml,258000
505,60,RL,NA,10364,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,806,766,1572,0,3,1,7,2007,WD,Normal,168000
506,20,RL,NA,9991,Pave,NA,IR1,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,1620,0,1620,1,3,1,8,2009,WD,Normal,150000
507,50,RL,51,10480,Pave,NA,Reg,Lvl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,1166,0,1639,0,3,1,6,2008,WD,Normal,115000
508,70,RL,63,15576,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,840,840,1680,0,4,1,8,2008,WD,Normal,177000
509,60,RL,109,14154,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,1071,1101,2172,0,3,1,9,2007,New,Partial,280000
510,60,FV,85,10800,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,1050,1028,2078,1,3,1,8,2008,New,Partial,339750
511,20,RL,68,9571,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,1276,0,1276,0,3,1,5,2009,COD,Abnorml,60000
512,190,RL,100,34650,Pave,NA,Reg,Bnk,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,1056,0,1056,1,3,1,5,2006,WD,Normal,145000
513,20,FV,NA,4403,Pave,NA,IR2,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,1478,0,1478,1,2,1,7,2010,New,Partial,222000
514,30,RM,56,8960,Pave,Grvl,Reg,Lvl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,1028,0,1028,0,2,1,5,2010,WD,Normal,115000
515,60,RL,59,11228,Pave,NA,IR2,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,1080,1017,2097,0,3,1,9,2008,WD,Normal,228000
516,20,RL,73,8899,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,1340,0,1340,0,3,1,6,2007,New,Partial,181134
517,60,RL,74,7844,Pave,NA,Reg,Lvl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,672,728,1400,0,3,1,6,2006,WD,Normal,149500
518,70,RL,86,22420,Pave,NA,IR1,Lvl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,1370,1254,2624,1,4,1,10,2007,WD,Normal,239000
519,50,RL,60,8160,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,756,378,1134,1,3,1,7,2007,WD,AdjLand,126000
520,20,RL,65,8450,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,1056,0,1056,1,3,1,6,2010,WD,Normal,142000
521,90,RM,78,7060,Pave,NA,Reg,Lvl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,1344,0,1344,2,2,2,8,2008,WD,Alloca,206300
522,20,RL,NA,16635,Pave,NA,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,1602,0,1602,0,3,1,8,2009,WD,Normal,215000
523,20,RL,100,21750,Pave,NA,Reg,HLS,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,988,0,988,0,2,1,4,2008,WD,Normal,113000
524,60,RL,80,9200,Pave,NA,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,1470,1160,2630,1,4,1,8,2008,WD,Normal,315000
525,20,RL,72,9000,Pave,NA,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,1196,0,1196,1,2,1,6,2008,WD,Normal,139000
526,60,RM,60,3378,Pave,Grvl,Reg,HLS,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,707,682,1389,0,3,1,6,2009,WD,Normal,135000
527,80,RL,NA,12800,Pave,NA,Reg,Low,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,1644,0,1644,1,2,1,5,2009,WD,Normal,275000
528,20,RL,77,8593,Pave,NA,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,907,0,907,0,3,1,5,2008,WD,Normal,109008
529,20,RL,64,6762,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,1208,0,1208,1,2,1,6,2007,New,Partial,195400
530,20,RL,130,11457,Pave,NA,IR1,Lvl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,1412,0,1412,1,3,1,6,2009,WD,Normal,175000
531,160,RM,21,1680,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,483,504,987,0,2,1,4,2008,COD,Abnorml,85400
532,50,RM,60,5586,Pave,NA,IR1,Bnk,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,1088,110,1198,0,4,1,7,2008,ConLD,Abnorml,79900
533,160,RM,24,1920,Pave,NA,Reg,Lvl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,765,600,1365,1,2,1,6,2007,WD,Normal,122500
534,60,RL,100,10839,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,926,678,1604,0,3,1,7,2008,WD,Normal,181000
535,180,RM,21,1890,Pave,NA,Reg,Lvl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,630,0,630,1,1,1,3,2008,WD,Normal,81000
536,60,RL,43,10667,Pave,NA,IR2,Lvl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,827,834,1661,1,3,1,6,2009,ConLw,Normal,212000
537,50,RM,40,4400,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,734,384,1118,0,2,1,6,2006,WD,Normal,116000
538,45,RM,50,6000,Pave,NA,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,904,0,904,0,2,1,4,2009,WD,Normal,119000
539,30,RL,40,4280,Pave,NA,Reg,Lvl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,694,0,694,0,2,1,4,2007,WD,Normal,90350
540,50,RL,67,12354,Pave,Grvl,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,684,512,1196,0,3,1,7,2009,ConLI,Normal,110000
541,20,RL,105,15431,Pave,NA,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,2402,0,2402,1,2,1,10,2009,WD,Normal,555000
542,90,RL,92,12108,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,1440,0,1440,0,4,2,8,2008,WD,Normal,118000
543,50,RM,52,6240,Pave,NA,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,1128,445,1573,0,3,1,8,2008,WD,Normal,162900
544,120,RL,53,3922,Pave,NA,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,1258,0,1258,0,2,1,6,2007,New,Partial,172500
545,60,RL,70,8750,Pave,NA,Reg,Lvl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,933,975,1908,1,4,1,8,2008,WD,Normal,210000
546,20,RL,73,9855,Pave,NA,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,1689,0,1689,0,3,1,7,2009,COD,Normal,127500
547,20,RL,137,16492,Pave,NA,IR1,Lvl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,1888,0,1888,0,2,1,6,2010,WD,Normal,190000
548,60,RL,NA,11214,Pave,NA,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,956,930,1886,0,4,1,10,2006,WD,Normal,199900
549,50,RM,50,8600,Pave,NA,Reg,Bnk,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,780,596,1376,0,3,1,7,2006,WD,Normal,119500
550,50,RM,50,6000,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,679,504,1183,0,2,1,6,2007,WD,Normal,120000
551,30,RM,70,5684,Pave,NA,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,813,0,813,0,2,1,5,2006,WD,Normal,110000
552,20,RL,62,70761,Pave,NA,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,1533,0,1533,1,2,1,5,2006,WD,Normal,280000
553,60,RL,NA,9303,Pave,NA,IR1,Lvl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,888,868,1756,1,3,1,7,2007,WD,Normal,204000
554,60,FV,75,9000,Pave,NA,Reg,Lvl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,786,804,1590,0,3,1,6,2009,WD,Normal,210000
555,90,RL,63,9297,Pave,NA,Reg,Lvl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,1728,0,1728,2,4,2,8,2006,WD,Family,188000
